"profil","author_id","rok","n_publikacji","n_punktowane","suma_pkt","capped"
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2013,28,3,39,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2014,12,4,36,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2015,10,4,35,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2016,8,4,28,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2017,9,0,0,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2018,14,5,53,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2019,9,6,360,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2020,3,0,0,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2021,4,4,200,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2022,7,0,0,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2023,4,1,100,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2024,8,1,140,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2025,5,1,100,FALSE
"Marek Liszewski","UPWr55ce5526c70348eba59b1d528180c886",2026,2,0,0,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",1997,1,0,0,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",1998,1,0,0,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",2013,1,1,10,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",2014,2,2,20,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",2015,8,2,18,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",2016,1,1,10,FALSE
"Marek Stachowiak","UPWr146291aaf29c4525a5416b041009e202",2018,1,1,10,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1994,6,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1995,5,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1996,9,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1997,4,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1998,6,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",1999,5,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2000,7,3,5,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2001,7,3,5,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2002,7,2,2,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2003,6,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2004,12,3,11,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2005,11,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2006,9,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2007,6,0,0,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2008,6,1,6,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2009,7,2,12,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2010,6,3,14,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2011,4,1,5,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2012,5,2,40,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2013,2,1,20,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2014,2,2,59,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2015,15,3,30,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2016,4,2,19,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2017,6,1,5,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2018,4,2,54,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2020,2,2,80,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2021,1,1,40,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2022,4,2,140,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2023,4,3,420,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2024,5,1,100,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2025,7,3,300,FALSE
"Maria Licznar-Małańczuk","UPWr7a257655cee941eca51e35da30222716",2026,1,1,20,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2006,1,1,4,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2009,1,0,0,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2013,4,2,10,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2014,1,0,0,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2015,2,0,0,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2016,3,2,10,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2017,2,1,40,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2018,1,1,40,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2019,1,0,0,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2024,1,1,100,FALSE
"Mariusz Nejman","UPWr9b28dada21464c81864b484a2341de5e",2025,1,1,100,FALSE
"Mariusz Skrzyński","UPWr3f53ddd12a5c47b98f2b56030dbd27c0",2022,1,0,0,FALSE
"Mariusz Skrzyński","UPWr3f53ddd12a5c47b98f2b56030dbd27c0",2023,2,2,340,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2008,2,0,0,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2009,1,0,0,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2010,2,2,18,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2012,1,0,0,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2013,1,0,0,FALSE
"Marta Buzar","UPWr3b6bd45ffbf1474c87d4008c87271ee5",2016,2,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2007,4,1,2,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2008,5,3,12,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2009,6,3,15,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2010,4,3,12,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2011,1,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2012,4,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2013,3,1,5,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2014,2,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2015,13,3,20,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2016,7,2,30,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2017,15,5,110,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2018,17,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2019,29,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2020,17,0,0,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2021,15,1,100,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2022,14,4,480,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2023,4,2,210,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2024,10,2,160,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2025,8,4,330,FALSE
"Marta Czaplicka","UPWrc2174ef778514dcc870cec9024280790",2026,1,1,100,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2011,1,1,5,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2013,2,2,32,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2016,1,1,25,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2018,1,1,25,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2019,1,1,100,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2020,1,1,200,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2021,1,1,100,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2022,2,0,0,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2023,3,2,280,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2024,3,3,380,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2025,3,3,260,FALSE
"Marta Czarniecka-Wiera","UPWR07db76aee2144ba9a7c9508b896c6029",2026,1,1,100,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2017,2,2,10,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2018,1,1,5,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2019,1,0,0,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2020,4,2,80,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2022,7,2,200,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2023,3,2,160,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2024,9,1,70,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2025,17,3,160,FALSE
"Marta Jurga-Zotow","UPWr462109a45996410e9701355e018b924d",2026,12,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",1998,3,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",1999,6,3,5,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2000,2,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2001,2,2,8,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2002,2,1,4,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2005,1,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2006,4,4,16,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2007,2,1,6,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2008,2,2,12,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2010,4,3,18,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2011,13,9,45,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2012,1,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2013,9,8,40,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2014,6,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2015,4,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2016,4,3,40,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2017,8,4,38,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2018,3,3,40,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2019,4,1,140,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2020,3,3,280,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2021,2,2,240,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2022,1,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2023,1,1,140,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2024,1,0,0,FALSE
"Marta Pasławska","UPWr9f90891bbd9c457eb02dab2773bb3b64",2025,1,1,20,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2009,1,0,0,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2014,1,1,40,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2015,3,3,120,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2016,1,1,30,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2017,3,3,90,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2018,3,3,95,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2019,1,1,40,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2020,2,2,170,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2022,2,0,0,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2023,2,2,340,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2024,2,1,140,FALSE
"Marta Preisner","UPWrdf7c15f2b0d941359ada6f86c7762123",2025,2,2,240,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2013,1,1,10,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2017,1,1,35,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2019,1,1,140,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2020,1,1,70,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2021,1,1,200,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2022,3,2,270,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2023,1,0,0,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2024,3,3,440,FALSE
"Mateusz Krupski","UPWrc29c25e7df06493083f806298a9f8441",2025,3,2,240,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",1999,1,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2000,2,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2001,2,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2003,2,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2004,2,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2005,1,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2006,2,2,22,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2007,1,1,9,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2009,1,1,9,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2012,1,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2014,2,2,25,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2015,1,1,20,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2016,2,2,32,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2017,1,0,0,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2018,7,5,83,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2019,2,2,210,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2020,4,3,420,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2022,2,2,340,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2023,2,1,40,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2025,2,2,170,FALSE
"Mirosława Pietryka","UPWrd9216260cad6415695af88f70db7f23e",2026,1,1,100,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2011,3,0,0,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2013,8,3,22,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2014,3,2,37,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2015,1,1,25,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2016,1,0,0,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2017,13,3,30,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2022,5,1,100,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2023,2,1,140,FALSE
"Monika Białkowska","UPWr7908e9b98bf648b5b371281313e71e47",2024,2,2,170,FALSE
"Monika Jurzak","UPWRd08023f298a243ec8ddfbf004720bda0",2024,2,0,0,FALSE
"Monika Jurzak","UPWRd08023f298a243ec8ddfbf004720bda0",2025,8,0,0,FALSE
"Monika Jurzak","UPWRd08023f298a243ec8ddfbf004720bda0",2026,1,1,100,FALSE
"Monika Słupska","UPWrd47226775e8c458fbc6bf0cfa67509fb",2019,4,4,280,FALSE
"Monika Słupska","UPWrd47226775e8c458fbc6bf0cfa67509fb",2020,2,2,200,FALSE
"Monika Słupska","UPWrd47226775e8c458fbc6bf0cfa67509fb",2022,1,1,140,FALSE
"Monika Słupska","UPWrd47226775e8c458fbc6bf0cfa67509fb",2025,2,2,40,FALSE
"Monika Słupska","UPWrd47226775e8c458fbc6bf0cfa67509fb",2026,3,3,420,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2015,3,0,0,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2016,6,3,23,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2017,4,0,0,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2018,1,1,20,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2019,2,1,40,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2021,1,1,100,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2022,1,1,100,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2023,1,1,140,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2024,1,0,0,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2025,7,6,490,FALSE
"Paulina Bączek","UPWrd1b58e9c682a414ea18e38b03cade374",2026,3,1,140,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2002,1,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2004,2,1,2,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2006,1,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2007,5,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2008,2,2,18,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2009,2,1,9,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2010,6,3,25,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2011,15,8,55,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2012,3,1,5,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2013,11,4,88,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2014,7,4,51,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2015,26,3,75,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2016,5,1,14,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2017,7,2,65,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2018,3,3,75,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2019,4,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2020,1,1,200,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2021,3,3,205,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2022,3,1,70,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2023,2,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2024,2,0,0,FALSE
"Paweł Jezierski","UPWr792b34a7ea9248fe983312c2e80d8d96",2025,3,3,240,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",1997,1,0,0,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",1998,5,0,0,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",1999,2,1,3,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2000,3,2,4,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2001,3,1,4,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2002,7,4,9,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2003,6,0,0,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2004,10,3,7,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2005,10,0,0,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2006,16,2,8,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2007,15,2,12,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2008,10,2,26,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2009,19,4,33,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2010,19,1,12,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2011,16,2,28,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2012,13,1,8,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2013,15,1,15,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2014,13,1,15,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2015,30,3,38,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2016,15,3,50,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2017,28,2,85,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2018,27,2,40,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2019,12,0,0,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2020,12,1,140,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2021,20,4,245,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2022,22,3,300,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2023,6,2,270,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2024,22,1,70,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2025,9,1,20,FALSE
"Piotr Chohura","UPWrdbf73eb453b74199a0a6f52ee3ab3c17",2026,2,1,100,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2005,1,0,0,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2006,2,2,8,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2007,4,2,15,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2008,3,2,12,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2009,2,0,0,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2010,2,2,12,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2011,4,2,10,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2012,3,3,15,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2013,8,8,40,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2014,5,2,10,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2015,6,2,25,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2016,2,2,65,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2017,8,6,165,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2018,2,2,80,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2019,3,3,190,FALSE
"Piotr Komarnicki","UPWrbdf1d5568c3f4aa4b0eeb3a375caa3c6",2020,3,2,200,FALSE
