profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw
Tomasz Szuk,dr inż.,adiunkt,Katedra Ekonomii Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0001-7653-578X,NA,NA,NA,1,NA,2.8,1.348,745,67,UPWr02500ab9caab4ed8baf0c56f55d4bce7,https://bazawiedzy.upwr.edu.pl/info/author/UPWr02500ab9caab4ed8baf0c56f55d4bce7?lang=pl&r=publication&tab=main,upwr,adiunkt
Magdalena Szymura,prof. dr hab.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-5726-7393,NA,NA,NA,16,17,125.559,46.551,3549,187,UPWr10dff724d2e34149a917b1d058fd5f93,https://bazawiedzy.upwr.edu.pl/info/author/UPWr10dff724d2e34149a917b1d058fd5f93?lang=pl&r=publication&tab=main,upwr,profesor
Sebastian Świerszcz,dr,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0003-2035-0035,NA,NA,NA,12,13,192.466,59.547,5471,87,UPWR608bfbd91206471d99bab81b851d18a8,https://bazawiedzy.upwr.edu.pl/info/author/UPWR608bfbd91206471d99bab81b851d18a8?lang=pl&r=publication&tab=main,upwr,adiunkt
Ewa Tendziagolska,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-7380-7284,NA,NA,NA,4,4,13.025,6.187,581,45,UPWr9efb2c444f63474ca656d0fe43a90d00,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9efb2c444f63474ca656d0fe43a90d00?lang=pl&r=publication&tab=main,upwr,adiunkt
Jacek Twardowski,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-2412-8992,NA,NA,NA,9,8,89.361,38.276,3347,327,UPWr60cd5845bd2b495cbdc571c54121deee,https://bazawiedzy.upwr.edu.pl/info/author/UPWr60cd5845bd2b495cbdc571c54121deee?lang=pl&r=publication&tab=main,upwr,profesor
Rafał Tyszka,dr hab.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5101-120X,NA,NA,NA,12,11,38.375,19.449,741,50,UPWr01f0fdee49cf4a78a9a89ede451e6eb6,https://bazawiedzy.upwr.edu.pl/info/author/UPWr01f0fdee49cf4a78a9a89ede451e6eb6?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Cecylia Uklańska-Pusz,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-9999-5228,NA,NA,NA,6,6,6.783,5.015,388,260,UPWr9c97d218dcaa47a387c3f80fabb52c69,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9c97d218dcaa47a387c3f80fabb52c69?lang=pl&r=publication&tab=main,upwr,adiunkt
Jacek Urbaniak,prof. dr hab.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-1300-0873,NA,NA,NA,12,10,75.897,36.961,2431,107,UPWrdf19d44680494bf892a9dd146b1b0129,https://bazawiedzy.upwr.edu.pl/info/author/UPWrdf19d44680494bf892a9dd146b1b0129?lang=pl&r=publication&tab=main,upwr,profesor
Roman Wacławowicz,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-6173-8867,NA,NA,NA,4,4,23.746,8.658,1084,105,UPWr5c9356a216614b6fb0a3f889b224411e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5c9356a216614b6fb0a3f889b224411e?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Jarosław Waroszewski,dr hab. inż.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-3064-4232,NA,NA,NA,21,22,159.627,64.336,4623,131,UPWr47bbce2332a6442d947baf06ac477706,https://bazawiedzy.upwr.edu.pl/info/author/UPWr47bbce2332a6442d947baf06ac477706?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Jerzy Winiarski,NA,starszy technik,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPWr73a6f9a3cc1748dcaf6df57b5a9c0811,https://bazawiedzy.upwr.edu.pl/info/author/UPWr73a6f9a3cc1748dcaf6df57b5a9c0811?lang=pl&r=publication&tab=main,upwr,starszy technik
Wiesław Wojciechowski,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-2011-2427,NA,NA,NA,4,4,17.457,6.617,923,174,UPWr48894e0a833643a7be480b30c0b65624,https://bazawiedzy.upwr.edu.pl/info/author/UPWr48894e0a833643a7be480b30c0b65624?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Karol Wolski,prof. dr hab. inż.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-9324-4968,NA,NA,NA,9,8,67.316,28.039,2523,230,UPWrd5e2df115eeb462283c3a7833dff6acc,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd5e2df115eeb462283c3a7833dff6acc?lang=pl&r=publication&tab=main,upwr,profesor
Anna Wondołowska-Grabowska,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-6180-4593,NA,NA,NA,6,6,30.073,13.227,1491,102,UPWr74d6d0e34547461a827a623b895cdca2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr74d6d0e34547461a827a623b895cdca2?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Katarzyna Wróblewska,dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0003-1684-1974,NA,NA,NA,7,7,29.08,13.353,950,277,UPWr2a7ecf7bf5554633830720d48e3eb4ff,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2a7ecf7bf5554633830720d48e3eb4ff?lang=pl&r=publication&tab=main,upwr,profesor Uczelni
Dariusz Zalewski,dr inż.,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-1261-6975,NA,NA,NA,8,7,27.999,12.387,1113,115,UPWre334adc28f894efe90b9b99e7bbd5d29,https://bazawiedzy.upwr.edu.pl/info/author/UPWre334adc28f894efe90b9b99e7bbd5d29?lang=pl&r=publication&tab=main,upwr,adiunkt
Ludwik Żołnierz,prof. dr hab. inż.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0001-5457-0568,NA,NA,NA,10,9,35.995,20.134,1347,143,UPWr24b537bd4f74482196a1d148e3ef5176,https://bazawiedzy.upwr.edu.pl/info/author/UPWr24b537bd4f74482196a1d148e3ef5176?lang=pl&r=publication&tab=main,upwr,profesor
Adela Adamus,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1341-9524,NA,NA,NA,4,9,31.917,17.89,924,55,UR9797ee10b032453e97fb3c8ca3cf198a,https://repo.ur.krakow.pl/info/author/UR9797ee10b032453e97fb3c8ca3cf198a?lang=pl&r=publication&tab=main,urk,profesor
Magdalena Bacior,dr,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-4615-9458,NA,NA,NA,NA,6,24.713,10.428,840,15,UR420661b0ffb94198aedb10d157442408,https://repo.ur.krakow.pl/info/author/UR420661b0ffb94198aedb10d157442408?lang=pl&r=publication&tab=main,urk,adiunkt
Rafał Barański,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-9276-3870,NA,NA,NA,14,18,153.858,44.603,3562,70,URc20a130ba25d4c6ebfc735894af9a85a,https://repo.ur.krakow.pl/info/author/URc20a130ba25d4c6ebfc735894af9a85a?lang=pl&r=publication&tab=main,urk,profesor
Renata Bączek-Kwinta,prof. dr hab. inż.,profesor,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-9079-171X,NA,NA,NA,13,14,74.154,38.727,1943,94,URbbe27ff4a8e04600b4169d9d9b8a9cce,https://repo.ur.krakow.pl/info/author/URbbe27ff4a8e04600b4169d9d9b8a9cce?lang=pl&r=publication&tab=main,urk,profesor
"Monika Bienasz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-3275-6262,NA,NA,NA,6,10,87.213,38.217,3146,107,UR2d269aae2f154d9199eaa325b36bd07f,https://repo.ur.krakow.pl/info/author/UR2d269aae2f154d9199eaa325b36bd07f?lang=pl&r=publication&tab=main,urk,profesor uczelni
Jan Błaszczyk,dr hab. inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-2975-6712,NA,NA,NA,6,7,25.327,16.096,1400,145,URe7719e6944cb44feb316726df7623f5b,https://repo.ur.krakow.pl/info/author/URe7719e6944cb44feb316726df7623f5b?lang=pl&r=publication&tab=main,urk,adiunkt
Elżbieta Boligłowa,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-1882-9496,NA,NA,NA,3,7,43.04,15.744,1642,49,UR45b272a3c5874ceda8391a017b0f8d56,https://repo.ur.krakow.pl/info/author/UR45b272a3c5874ceda8391a017b0f8d56?lang=pl&r=publication&tab=main,urk,Profesor
"Krzysztof Buksa, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Węglowodanów i Przetwórstwa Zbóż,Wydział Technologii Żywności,0000-0002-2509-5881,NA,NA,NA,8,20,146.153,55.869,4117,196,URd5f715833daf411bae0a140485699e28,https://repo.ur.krakow.pl/info/author/URd5f715833daf411bae0a140485699e28?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Ewa Capecka, prof. URK",dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1594-9828,NA,NA,NA,1,3,17.979,7.395,663,16,UR5571b1a932fb41efabcbcfa7945c6a22,https://repo.ur.krakow.pl/info/author/UR5571b1a932fb41efabcbcfa7945c6a22?lang=pl&r=publication&tab=main,urk,profesor uczelni
Pablo F. Cavagnaro,dr,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,1,4,45.748,12.839,970,11,URK80437f56851f463c85e018e47a30298c,https://repo.ur.krakow.pl/info/author/URK80437f56851f463c85e018e47a30298c?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Maria Jolanta Chmiel, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-0075-6337,NA,NA,NA,7,7,57.384,18.491,1814,54,UR619b5729a15d4148b2e3fda26cdd9f78,https://repo.ur.krakow.pl/info/author/UR619b5729a15d4148b2e3fda26cdd9f78?lang=pl&r=publication&tab=main,urk,profesor uczelni
Maciej Chowaniak,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3154-3126,NA,NA,NA,4,9,38.167,16.322,1604,46,UR752b82534365454f8855db9eee1b3679,https://repo.ur.krakow.pl/info/author/UR752b82534365454f8855db9eee1b3679?lang=pl&r=publication&tab=main,urk,adiunkt
Alicja Chuda,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,1,1,0.625,1.045,35,5,UR113d9f0ed4b04f96a312caa4430c91f8,https://repo.ur.krakow.pl/info/author/UR113d9f0ed4b04f96a312caa4430c91f8?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny
Monika Cioć,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0325-5706,NA,NA,NA,4,8,37.894,14.021,1145,38,URb50d5444a99a453d97e17d90c8ce2936,https://repo.ur.krakow.pl/info/author/URb50d5444a99a453d97e17d90c8ce2936?lang=pl&r=publication&tab=main,urk,adiunkt
Monika Czaja,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6428-5346,NA,NA,NA,NA,3,23.616,7.778,801,24,UR9a0f55cc5f804def8497fb24df0b5dbf,https://repo.ur.krakow.pl/info/author/UR9a0f55cc5f804def8497fb24df0b5dbf?lang=pl&r=publication&tab=main,urk,adiunkt
"Tomasz Czech, prof. URK",dr inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-1590-7126,NA,NA,NA,3,11,55.177,20.914,1410,56,URe35d100502c448e9a3bd00b67eb22dba,https://repo.ur.krakow.pl/info/author/URe35d100502c448e9a3bd00b67eb22dba?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Małgorzata Czernicka, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5768-5758,NA,NA,NA,5,11,87.297,24.146,2238,30,UR08377034b946481cbaec2dd851470ffe,https://repo.ur.krakow.pl/info/author/UR08377034b946481cbaec2dd851470ffe?lang=pl&r=publication&tab=main,urk,profesor uczelni
Teresa Dąbkowska,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7157-9625,NA,NA,NA,3,4,7.402,4.13,335,25,URd6314db2e251481f90647b605f7ed37f,https://repo.ur.krakow.pl/info/author/URd6314db2e251481f90647b605f7ed37f?lang=pl&r=publication&tab=main,urk,profesor
Joanna Dłużniewska,dr inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-2617-9139,NA,NA,NA,NA,3,15.274,7.872,585,19,UR2d3475edc2174edab585d0e01861c685,https://repo.ur.krakow.pl/info/author/UR2d3475edc2174edab585d0e01861c685?lang=pl&r=publication&tab=main,urk,adiunkt
Barbara Domagała,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-1908-1096,NA,NA,NA,2,5,29.005,12.139,1418,53,UR471f281ebf804a5bbc74b8133beebc79,https://repo.ur.krakow.pl/info/author/UR471f281ebf804a5bbc74b8133beebc79?lang=pl&r=publication&tab=main,urk,adiunkt
"Iwona Domagała-Świątkiewicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6630-5286,NA,NA,NA,2,10,40.785,21.231,1695,108,URe85447401311450983f960e94ba83def,https://repo.ur.krakow.pl/info/author/URe85447401311450983f960e94ba83def?lang=pl&r=publication&tab=main,urk,profesor uczelni
Aleksandra Duda,prof. dr hab.,profesor,Katedra Technologii Fermentacji i Mikrobiologii,Wydział Technologii Żywności,0000-0003-1041-3274,NA,NA,NA,18,22,140.147,56.201,4032,186,URca18764ccd2342679e11c54596d72ae4,https://repo.ur.krakow.pl/info/author/URca18764ccd2342679e11c54596d72ae4?lang=pl&r=publication&tab=main,urk,profesor
Ewa Dziedzic,dr hab. inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0570-6163,NA,NA,NA,4,10,44.389,18.516,1464,58,URdb4bebed7d044aa1b950de158c8b27d3,https://repo.ur.krakow.pl/info/author/URdb4bebed7d044aa1b950de158c8b27d3?lang=pl&r=publication&tab=main,urk,adiunkt
Barbara Filipek-Mazur,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-6089-5374,NA,NA,NA,5,10,57.361,25.075,2403,96,UR0d6b2667025643619353678f1da94806,https://repo.ur.krakow.pl/info/author/UR0d6b2667025643619353678f1da94806?lang=pl&r=publication&tab=main,urk,profesor
"Adam Florkiewicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0001-7922-3167,NA,NA,NA,13,13,127.428,47.764,3531,120,UR052313ff04b64d6ba8b8b4728f909038,https://repo.ur.krakow.pl/info/author/UR052313ff04b64d6ba8b8b4728f909038?lang=pl&r=publication&tab=main,urk,profesor uczelni
Małgorzata Frazik-Adamczyk,dr hab. inż.,adiunkt,NA,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0927-9226,NA,NA,NA,NA,NA,NA,NA,11,5,URf18d5239a69c4dc3875ffae1ccafc617,https://repo.ur.krakow.pl/info/author/URf18d5239a69c4dc3875ffae1ccafc617?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny
"Krzysztof Frączek, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-4533-7662,NA,NA,NA,3,9,57.165,28.226,2440,107,URf3aaf7c7e5124f15beaf9e52d583c0f5,https://repo.ur.krakow.pl/info/author/URf3aaf7c7e5124f15beaf9e52d583c0f5?lang=pl&r=publication&tab=main,urk,profesor uczelni
Joanna Gadzinowska,NA,asystent,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,NA,NA,NA,NA,NA,3,9.443,3.769,187,5,URfdea9799554c435f812f5d317cc33c9d,https://repo.ur.krakow.pl/info/author/URfdea9799554c435f812f5d317cc33c9d?lang=pl&r=publication&tab=main,urk,asystent
Zbigniew Gajewski,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-6333-7901,NA,NA,NA,1,5,20.255,8.767,649,22,URc0fefb5f1e9948e5b842ff43d80af8b2,https://repo.ur.krakow.pl/info/author/URc0fefb5f1e9948e5b842ff43d80af8b2?lang=pl&r=publication&tab=main,urk,adiunkt
Dorota Gala-Czekaj,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-0559-2140,NA,NA,NA,5,7,29.323,12.285,1183,55,URa7733f6f4db94b179e0a0bffcf2eda9d,https://repo.ur.krakow.pl/info/author/URa7733f6f4db94b179e0a0bffcf2eda9d?lang=pl&r=publication&tab=main,urk,adiunkt
Florian Gambuś,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-8706-7248,NA,NA,NA,7,13,77.764,32.649,1892,101,URafe79f1c0f3d4b4a85e91057309d40f6,https://repo.ur.krakow.pl/info/author/URafe79f1c0f3d4b4a85e91057309d40f6?lang=pl&r=publication&tab=main,urk,profesor
"Marek Gancarz, prof. URK",dr hab.,profesor uczelni,"Katedra Inżynierii Bioprocesów, Energetyki i Automatyzacji",Wydział Inżynierii Produkcji i Energetyki,0000-0003-4719-2954,NA,NA,NA,4,19,182.827,53.033,5410,49,UR0100caa105af4d5887d2c5278f282726,https://repo.ur.krakow.pl/info/author/UR0100caa105af4d5887d2c5278f282726?lang=pl&r=publication&tab=main,urk,profesor uczelni
Maria Gawęda,prof. dr hab.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,3,5,3.41,3.8,237,19,UR946ab7e447a64f2d912af440bc847133,https://repo.ur.krakow.pl/info/author/UR946ab7e447a64f2d912af440bc847133?lang=pl&r=publication&tab=main,urk,profesor nadzwyczajny
"Maciej Gąstoł, prof. URK",dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-7208-8895,NA,NA,NA,1,11,27.766,15.688,1042,46,URa3523e45823f4ec6bb9e7513dcb9260a,https://repo.ur.krakow.pl/info/author/URa3523e45823f4ec6bb9e7513dcb9260a?lang=pl&r=publication&tab=main,urk,profesor uczelni
Joanna Gil,dr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,7,6,32.096,13.89,1197,22,UR086c66d33c4445e5b2b98fc6ed2cad23,https://repo.ur.krakow.pl/info/author/UR086c66d33c4445e5b2b98fc6ed2cad23?lang=pl&r=publication&tab=main,urk,asystent
"Katarzyna Gleń-Karolczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-0288-559X,NA,NA,NA,6,8,37.042,14.415,1330,46,UR55600b8d726c456dacf5e2e271cfefb1,https://repo.ur.krakow.pl/info/author/UR55600b8d726c456dacf5e2e271cfefb1?lang=pl&r=publication&tab=main,urk,profesor uczelni
Tomasz Głąb,prof. dr hab. inż.,profesor,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-8910-250X,NA,NA,NA,13,18,136.178,64.207,3556,64,UR4d09c1962a51400ea19f88c07cb61c6d,https://repo.ur.krakow.pl/info/author/UR4d09c1962a51400ea19f88c07cb61c6d?lang=pl&r=publication&tab=main,urk,profesor
Krzysztof Gondek,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-8721-8234,NA,NA,NA,27,26,263.224,112.019,7544,188,UR90389092f7f34d6fbd47cd282cfbf4ca,https://repo.ur.krakow.pl/info/author/UR90389092f7f34d6fbd47cd282cfbf4ca?lang=pl&r=publication&tab=main,urk,profesor
"Anna Gorczyca, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-9431-3870,NA,NA,NA,1,14,103.394,34.543,2887,59,UR06547dd228d24f708e7c733f2462d6a9,https://repo.ur.krakow.pl/info/author/UR06547dd228d24f708e7c733f2462d6a9?lang=pl&r=publication&tab=main,urk,profesor uczelni
Janina Gospodarek,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-4849-994X,NA,NA,NA,2,9,114.771,46.353,3983,118,UR9b37067ae8f942df8f1a082eaeb71971,https://repo.ur.krakow.pl/info/author/UR9b37067ae8f942df8f1a082eaeb71971?lang=pl&r=publication&tab=main,urk,profesor
Aneta Grabowska,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1613-3644,NA,NA,NA,13,12,26.516,21.078,1071,40,URaf87124e21c54301be7a93977323ec95,https://repo.ur.krakow.pl/info/author/URaf87124e21c54301be7a93977323ec95?lang=pl&r=publication&tab=main,urk,adiunkt
Marek Grabowski,prof. dr hab.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2286-2675,NA,NA,NA,NA,2,2.568,5.408,298,39,UR487e505cfeda4761aa81e16832882fd8,https://repo.ur.krakow.pl/info/author/UR487e505cfeda4761aa81e16832882fd8?lang=pl&r=publication&tab=main,urk,profesor
Beata Grygierzec,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-2403-8735,NA,NA,NA,3,3,20.471,10.819,1493,167,UR8d79026de6864dc38a1811cd930a4f2d,https://repo.ur.krakow.pl/info/author/UR8d79026de6864dc38a1811cd930a4f2d?lang=pl&r=publication&tab=main,urk,adiunkt
Wiesław Grygierzec,dr inż.,adiunkt,Katedra Statystyki i Polityki Społecznej,Wydział Rolniczo-Ekonomiczny,0000-0003-4693-3829,NA,NA,NA,1,2,14.417,5.685,698,11,UR6749e3f583f74b4ea12392cd880d498c,https://repo.ur.krakow.pl/info/author/UR6749e3f583f74b4ea12392cd880d498c?lang=pl&r=publication&tab=main,urk,adiunkt
Dariusz Grzebelus,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6999-913X,NA,NA,NA,9,15,198.642,58.159,4447,88,UR702b37e197d24eedbfabb2f68e742b08,https://repo.ur.krakow.pl/info/author/UR702b37e197d24eedbfabb2f68e742b08?lang=pl&r=publication&tab=main,urk,profesor
"Ewa Grzebelus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2067-585X,NA,NA,NA,16,17,147.252,54.136,3649,79,UR86b52b5d8d1340948798e784c76739b2,https://repo.ur.krakow.pl/info/author/UR86b52b5d8d1340948798e784c76739b2?lang=pl&r=publication&tab=main,urk,profesor uczelni
Anna Grzesiak,dr inż. arch. kraj.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-6028-1578,NA,NA,NA,2,2,8.014,2.912,280,8,UR5cb75d0696de4ec490454ea624e1b77a,https://repo.ur.krakow.pl/info/author/UR5cb75d0696de4ec490454ea624e1b77a?lang=pl&r=publication&tab=main,urk,asystent
Jacek Grzyb,dr hab. inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0002-5715-9202,NA,NA,NA,3,7,59.642,17.824,1687,94,UR95697b851e7b4199b26d7821740f829c,https://repo.ur.krakow.pl/info/author/UR95697b851e7b4199b26d7821740f829c?lang=pl&r=publication&tab=main,urk,adiunkt
Kamil Gwóźdź,"mgr inż,",asystent,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7153-2843,NA,NA,NA,NA,1,2.4,0.801,240,3,URK8f301da302024dca8c7561cef59754dd,https://repo.ur.krakow.pl/info/author/URK8f301da302024dca8c7561cef59754dd?lang=pl&r=publication&tab=main,urk,asystent
"Ewa Hanus-Fajerska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0566-0641,NA,NA,NA,2,19,116.735,52.139,2942,119,UR3dd60eb5d50345d2a202cf38af97429d,https://repo.ur.krakow.pl/info/author/UR3dd60eb5d50345d2a202cf38af97429d?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Barbara Jagosz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2701-8246,NA,NA,NA,1,11,114.406,49.813,4284,72,UR41e15cca49d04db5baf4e5952eafa2d5,https://repo.ur.krakow.pl/info/author/UR41e15cca49d04db5baf4e5952eafa2d5?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Tomasz Jakubowski, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-5141-2705,NA,NA,NA,11,12,69.489,31.6,4492,161,UR30c8eb81b7c44ab5884d698f823bd16b,https://repo.ur.krakow.pl/info/author/UR30c8eb81b7c44ab5884d698f823bd16b?lang=pl&r=publication&tab=main,urk,profesor uczelni
