profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
Ewa Sitek,dr inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-2497-1974,NA,NA,NA,1,7,72.485,18.184,1685,23,UR848cd2bba43f41808d1c39e49856737a,https://repo.ur.krakow.pl/info/author/UR848cd2bba43f41808d1c39e49856737a?lang=pl&r=publication&tab=main,urk,adiunkt,3.151521739130435,73.26086956521739,0.04301780415430267,23,0.8260772727272727,6.434782608695652,7,170,86,FALSE,A
Piotr Siwek,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0074-9738,NA,NA,NA,4,9,29.158,15.147,1374,54,URbeff3be73f4b4e7fbeb63ef8645b74a8,https://repo.ur.krakow.pl/info/author/URbeff3be73f4b4e7fbeb63ef8645b74a8?lang=pl&r=publication&tab=main,urk,profesor,0.539962962962963,25.444444444444443,0.021221251819505096,NA,NA,NA,NA,NA,NA,NA,A
Jan Skrzyński,dr hab. inż. prof. UR,NA,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,1,0.359,0.427,51,13,URca6b463684f04be485a638dbeed9d0b3,https://repo.ur.krakow.pl/info/author/URca6b463684f04be485a638dbeed9d0b3?lang=pl&r=publication&tab=main,urk,NA,0.027615384615384615,3.923076923076923,0.007039215686274509,25,0.121504,1.76,4,64,13,FALSE,A
Sylwester Smoleń,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-8093-3801,NA,NA,NA,17,22,297.987,116.75,8517,244,URb5d192302721423e8e5fedc1a16552bf,https://repo.ur.krakow.pl/info/author/URb5d192302721423e8e5fedc1a16552bf?lang=pl&r=publication&tab=main,urk,profesor,1.2212581967213116,34.90573770491803,0.03498731947868968,161,1.5715,4.968944099378882,25,2177,152,FALSE,A
"Zygmunt Sobol, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-0082-7935,NA,NA,NA,3,6,32.946,13.329,1614,39,UR8d855dc72df94a9bb9d27bc30f20e96c,https://repo.ur.krakow.pl/info/author/UR8d855dc72df94a9bb9d27bc30f20e96c?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8447692307692307,41.38461538461539,0.02041263940520446,62,0.48667096774193547,2.838709677419355,9,226,48,FALSE,A
Katarzyna Sołek-Podwika,dr hab. inż.,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-2700-7758,NA,NA,NA,NA,5,26.049,11.614,705,22,UR7bec5430917447c7af2ea97b0d5bee14,https://repo.ur.krakow.pl/info/author/UR7bec5430917447c7af2ea97b0d5bee14?lang=pl&r=publication&tab=main,urk,adiunkt,1.1840454545454546,32.04545454545455,0.03694893617021276,23,0.947095652173913,2.608695652173913,6,310,12,FALSE,A
Piotr Stolarczyk,dr,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0089-7252,NA,NA,NA,2,12,122.934,36.166,3353,34,UR22f17ee4ec73495d96d3ccdde197bce6,https://repo.ur.krakow.pl/info/author/UR22f17ee4ec73495d96d3ccdde197bce6?lang=pl&r=publication&tab=main,urk,adiunkt,3.615705882352941,98.61764705882354,0.03666388308977035,35,2.28934,5.0285714285714285,13,382,53,FALSE,A
"Mateusz Suchanek, prof. URK",dr hab.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-8187-4003,NA,NA,NA,NA,5,24.657,12.317,608,11,UR70ae12c618cf45f2aba421ab6f9f14ae,https://repo.ur.krakow.pl/info/author/UR70ae12c618cf45f2aba421ab6f9f14ae?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.2415454545454545,55.27272727272727,0.04055427631578947,NA,NA,NA,NA,NA,NA,NA,A
Paulina Supel,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-9533-741X,NA,NA,NA,2,6,50.719,18.16,1781,35,URae256404b00444ea9a6b3a78766cec1f,https://repo.ur.krakow.pl/info/author/URae256404b00444ea9a6b3a78766cec1f?lang=pl&r=publication&tab=main,urk,adiunkt,1.4491142857142858,50.885714285714286,0.02847782144862437,21,1.231475,5.095238095238095,7,137,37,FALSE,A
Magdalena Surma,prof. dr hab.,profesor,Katedra Technologii Produktów Roślinnych i Higieny Żywienia,Wydział Technologii Żywności,0000-0001-8266-1619,NA,NA,NA,1,18,122.522,48.189,3746,156,UR2156fad0cf6b425d9858094a9056e248,https://repo.ur.krakow.pl/info/author/UR2156fad0cf6b425d9858094a9056e248?lang=pl&r=publication&tab=main,urk,profesor,0.7853974358974359,24.012820512820515,0.032707421249332624,54,2.418948076923077,3.685185185185185,21,1155,54,FALSE,A
"Agnieszka Synowiec, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0001-6585-7759,NA,NA,NA,16,15,184.386,77.188,5455,225,URac41249364e34bcbb5652bcc9476322b,https://repo.ur.krakow.pl/info/author/URac41249364e34bcbb5652bcc9476322b?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8194933333333333,24.244444444444444,0.0338012832263978,78,2.0656565217391303,6.833333333333333,15,778,195,FALSE,A
Hajnalka Szentgyörgyi,NA,NA,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-5753-800X,NA,NA,NA,5,7,28.671,9.33,431,13,UR2132dcfd1a2540f28b17abe1e6c3ba01,https://repo.ur.krakow.pl/info/author/UR2132dcfd1a2540f28b17abe1e6c3ba01?lang=pl&r=publication&tab=main,urk,dr hab.,2.2054615384615386,33.15384615384615,0.06652204176334106,69,14.954337288135592,13.869565217391305,21,7561,299,TRUE,A
"Wojciech Szewczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0001-5065-2179,NA,NA,NA,4,6,39.69,18.41,2245,94,URd74a834ae6e44615aad3cc387aaeafde,https://repo.ur.krakow.pl/info/author/URd74a834ae6e44615aad3cc387aaeafde?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.42223404255319147,23.882978723404257,0.017679287305122495,51,1.5358619047619049,8,12,1562,158,FALSE,A
Bożena Szewczyk-Taranek,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0318-598X,NA,NA,NA,8,8,42.465,19.665,1401,77,UR246fbe21c95142d3b9338a0d7f144703,https://repo.ur.krakow.pl/info/author/UR246fbe21c95142d3b9338a0d7f144703?lang=pl&r=publication&tab=main,urk,adiunkt,0.5514935064935066,18.194805194805195,0.030310492505353323,40,0.7255769230769231,3.2,9,239,33,FALSE,A
Monika Szklarska-Łukasik,dr inż.,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-1187-7217,NA,NA,NA,NA,NA,1,0.539,70,1,URKce8591a731054170b3be25803da35965,https://repo.ur.krakow.pl/info/author/URKce8591a731054170b3be25803da35965?lang=pl&r=publication&tab=main,urk,adiunkt,1,70,0.014285714285714285,NA,NA,NA,NA,NA,NA,NA,A
Agnieszka M. Szymocha,dr,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0001-7443-2808,NA,NA,NA,NA,5,26.957,8.309,405,10,UR15621e49d4174e259e2a249ca516c1d3,https://repo.ur.krakow.pl/info/author/UR15621e49d4174e259e2a249ca516c1d3?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny,2.6957,40.5,0.06656049382716049,NA,NA,NA,NA,NA,NA,NA,A
Monika Tabak,dr hab. inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-4248-7972,NA,NA,NA,3,8,28.523,16.46,1425,105,URaf51d4fa09ab41098c5841408f1bd5f9,https://repo.ur.krakow.pl/info/author/URaf51d4fa09ab41098c5841408f1bd5f9?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny,0.271647619047619,13.571428571428571,0.020016140350877194,42,0.8064619047619047,3.119047619047619,9,360,35,FALSE,A
"Tomasz Tarko, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Fermentacji i Mikrobiologii,Wydział Technologii Żywności,0000-0001-9166-1805,NA,NA,NA,17,23,146.005,57.173,4537,216,URfe020f49e5bf439299b015abc3a44d14,https://repo.ur.krakow.pl/info/author/URfe020f49e5bf439299b015abc3a44d14?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.675949074074074,21.00462962962963,0.032180956579237384,93,2.0921043010752687,3.6881720430107525,26,2869,84,FALSE,A
"Barbara Tokarz, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-4131-8894,NA,NA,NA,1,16,118.366,35.851,2978,49,URf4912147ec234c40839c11f96a3f51c2,https://repo.ur.krakow.pl/info/author/URf4912147ec234c40839c11f96a3f51c2?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.4156326530612247,60.775510204081634,0.03974680993955675,25,2.457495652173913,8.64,11,389,80,FALSE,A
Ewelina Tomiak,dr inż.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,4,5.158,2.878,183,14,UReb72cb5b7a084bf5abd0e9d925b2a9d2,https://repo.ur.krakow.pl/info/author/UReb72cb5b7a084bf5abd0e9d925b2a9d2?lang=pl&r=publication&tab=main,urk,asystent,0.36842857142857144,13.071428571428571,0.028185792349726776,1,0.8441,3,1,4,2,FALSE,A
Jacek Waga,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-7882-1640,NA,NA,NA,1,3,32.771,7.363,520,6,UR4064c6490a6343dca4d3c1c8839d5d6a,https://repo.ur.krakow.pl/info/author/UR4064c6490a6343dca4d3c1c8839d5d6a?lang=pl&r=publication&tab=main,urk,adiunkt,5.461833333333334,86.66666666666667,0.06302115384615385,61,0.32643793103448276,3.3114754098360657,10,259,62,FALSE,A
"Tomasz Warzecha, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-7121-0123,NA,NA,NA,NA,10,61.628,22.513,1825,35,UR29a69709ece848649c386d0aef3bffb6,https://repo.ur.krakow.pl/info/author/UR29a69709ece848649c386d0aef3bffb6?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.7608,52.142857142857146,0.03376876712328767,49,0.871759574468085,7.26530612244898,12,371,70,FALSE,A
Wojciech Wesołowski,dr inż.,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0080-2041,NA,NA,NA,1,4,44.468,11.906,1165,14,URb920303ad012423d925c6c757faa510d,https://repo.ur.krakow.pl/info/author/URb920303ad012423d925c6c757faa510d?lang=pl&r=publication&tab=main,urk,asystent,3.1762857142857146,83.21428571428571,0.03816995708154507,31,1.0747933333333333,7.741935483870968,9,316,153,FALSE,A
"Jerzy Wieczorek, prof. URK",dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-7039-5974,NA,NA,NA,4,12,82.182,30.424,2315,64,UR12964ae019904081b9395a014763ae07,https://repo.ur.krakow.pl/info/author/UR12964ae019904081b9395a014763ae07?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.28409375,36.171875,0.035499784017278616,62,1.3536683333333333,4.209677419354839,13,882,103,FALSE,A
"Anna Wisła-Świder, prof. URK",dr,profesor uczelni,Katedra Chemii,Wydział Technologii Żywności,0000-0001-8889-2960,NA,NA,NA,4,6,66.615,17.437,1885,17,UR6489d45e71644358b12abc0a0b06f845,https://repo.ur.krakow.pl/info/author/UR6489d45e71644358b12abc0a0b06f845?lang=pl&r=publication&tab=main,urk,profesor uczelni,3.9185294117647054,110.88235294117646,0.035339522546419096,19,1.55504375,6.2631578947368425,6,158,50,FALSE,A
"Alina Wiszniewska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-7737-819X,NA,NA,NA,1,16,103.462,37.039,2530,47,URd812621ca36945a1b10f46911829025d,https://repo.ur.krakow.pl/info/author/URd812621ca36945a1b10f46911829025d?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.2013191489361703,53.829787234042556,0.04089407114624506,65,2.8158671875,5.230769230769231,17,1198,77,TRUE,A
Barbara Wiśniowska-Kielian,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-4951-7484,NA,NA,NA,1,4,14.908,11.891,1050,89,UR8fe29d04b19c47f1bc92b6b5c1da4190,https://repo.ur.krakow.pl/info/author/UR8fe29d04b19c47f1bc92b6b5c1da4190?lang=pl&r=publication&tab=main,urk,profesor,0.16750561797752808,11.797752808988765,0.014198095238095237,1,0.5295,2,1,3,1,FALSE,A
"Teresa Witczak, prof. URK",dr hab. inż.,profesor uczelni,NA,Wydział Technologii Żywności,0000-0002-4860-9718,NA,NA,NA,3,14,117.946,43.156,3451,99,UR493b5b79396344b1bf5ceaf98239c281,https://repo.ur.krakow.pl/info/author/UR493b5b79396344b1bf5ceaf98239c281?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.1913737373737374,34.85858585858586,0.03417733990147783,56,1.5409326923076923,4.232142857142857,16,1293,54,FALSE,A
"Robert Witkowicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-4306-0030,NA,NA,NA,6,14,97.608,38.128,3475,112,URfb70611b23ed42d6ac02f228d8a64fa7,https://repo.ur.krakow.pl/info/author/URfb70611b23ed42d6ac02f228d8a64fa7?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8715,31.026785714285715,0.028088633093525182,98,1.2496958762886599,4.112244897959184,16,794,137,FALSE,A
Zofia Włodarczyk,dr hab. inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,1,3,9.196,4.552,504,25,URd7daa0f48c9a48278681f7c53ffc2b04,https://repo.ur.krakow.pl/info/author/URd7daa0f48c9a48278681f7c53ffc2b04?lang=pl&r=publication&tab=main,urk,adiunkt,0.36784,20.16,0.018246031746031746,18,0.7841,2.111111111111111,4,47,14,FALSE,A
Elżbieta Wojciechowicz-Żytko,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-8137-3113,NA,NA,NA,NA,7,26.013,13.972,1068,82,UR6ab74e62225f4bc7a093f2e4df299bd0,https://repo.ur.krakow.pl/info/author/UR6ab74e62225f4bc7a093f2e4df299bd0?lang=pl&r=publication&tab=main,urk,adiunkt,0.3172317073170732,13.024390243902438,0.02435674157303371,40,0.79452,2.05,7,156,18,FALSE,A
"Renata Wojciechowska, prof. URK",dr hab. inż,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-7667-8000,NA,NA,NA,4,8,23.132,16.888,1031,51,UR8543b85dc12048aebde2239140c5d6cb,https://repo.ur.krakow.pl/info/author/UR8543b85dc12048aebde2239140c5d6cb?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.4535686274509804,20.215686274509803,0.0224364694471387,95,1.0786736842105262,3.2421052631578946,14,1128,70,FALSE,A
Katarzyna Wolny-Koładka,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-2994-8842,NA,NA,NA,14,14,116.174,42.223,3650,76,UR4115e9b8004f4ecd998c1122ab948de5,https://repo.ur.krakow.pl/info/author/UR4115e9b8004f4ecd998c1122ab948de5?lang=pl&r=publication&tab=main,urk,profesor,1.5286052631578948,48.026315789473685,0.031828493150684936,67,1.0824970149253732,3.2686567164179103,16,781,68,FALSE,A
Magdalena Wójcik-Jagła,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-3485-4085,NA,NA,NA,9,12,75.63,26.19,1924,30,UR95fbc07c301049b1828416d13843f4e4,https://repo.ur.krakow.pl/info/author/UR95fbc07c301049b1828416d13843f4e4?lang=pl&r=publication&tab=main,urk,adiunkt,2.521,64.13333333333334,0.0393087318087318,1,0,3,0,0,2,FALSE,A
Tomasz Wójtowicz,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-9703-3225,NA,NA,NA,3,6,38.523,13.319,1251,31,UR8e8b483ef95e44e39f1d9b88a7164944,https://repo.ur.krakow.pl/info/author/UR8e8b483ef95e44e39f1d9b88a7164944?lang=pl&r=publication&tab=main,urk,adiunkt,1.2426774193548389,40.354838709677416,0.030793764988009596,50,0.9940055555555556,3.4,11,371,40,FALSE,A
"Paweł Zadrożny, prof. URK",dr inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-3736-2331,NA,NA,NA,2,8,64.061,27.518,2544,90,UR1de82ed5e61548ecaac78ab74c3b544e,https://repo.ur.krakow.pl/info/author/UR1de82ed5e61548ecaac78ab74c3b544e?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.7117888888888889,28.266666666666666,0.025181210691823903,55,0.9031759259259259,5.345454545454546,8,646,96,FALSE,A
"Tomasz Zaleski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-9785-3784,NA,NA,NA,14,16,99.706,45.807,3186,142,UR0ab509a6de0145f890afee37903239c4,https://repo.ur.krakow.pl/info/author/UR0ab509a6de0145f890afee37903239c4?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.7021549295774648,22.43661971830986,0.03129504080351538,87,1.8543626506024096,5.528735632183908,18,2639,171,FALSE,A
Andrzej Zieliński,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1844-5553,NA,NA,NA,3,5,24.523,9.76,771,30,URce257e9bed1a42f98e10194b338980a1,https://repo.ur.krakow.pl/info/author/URce257e9bed1a42f98e10194b338980a1?lang=pl&r=publication&tab=main,urk,adiunkt,0.8174333333333333,25.7,0.03180674448767834,24,1.2057833333333334,3.8333333333333335,9,379,43,FALSE,A
Piotr Zięba,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,3,7,44.505,12.218,1128,11,UR1a62e7fc7f7c4893be7a925820ad0617,https://repo.ur.krakow.pl/info/author/UR1a62e7fc7f7c4893be7a925820ad0617?lang=pl&r=publication&tab=main,urk,asystent,4.045909090909091,102.54545454545455,0.039454787234042554,12,2.5636583333333336,6.916666666666667,8,325,24,FALSE,A
Małgorzata Baćmaga,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-3322-1304,NA,NA,NA,16,17,134.097,NA,3195,59,UWMe017b52198884173bcc22e0ac51ce1f6,https://bazawiedzy.uwm.edu.pl/info/author/UWMe017b52198884173bcc22e0ac51ce1f6?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.2728305084745766,54.152542372881356,0.04197089201877934,62,1.698366129032258,3.967741935483871,20,1146,11,FALSE,B+
Agnieszka Bęś,dr inż.,adiunkt,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0003-3649-4252,NA,NA,NA,11,14,113.518,NA,3574,60,UWMabb279b52a144d1f8d8e7cc84b95604a,https://bazawiedzy.uwm.edu.pl/info/author/UWMabb279b52a144d1f8d8e7cc84b95604a?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.8919666666666666,59.56666666666667,0.03176217123670957,65,0.559253125,4.938461538461539,16,604,100,FALSE,B+
Ernest Bielinis,dr inż.,adiunkt,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-6384-4898,NA,NA,NA,17,16,70.753,NA,2434,38,UWM4e86a97f210648b698bca7ebea812be7,https://bazawiedzy.uwm.edu.pl/info/author/UWM4e86a97f210648b698bca7ebea812be7?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.861921052631579,64.05263157894737,0.02906861133935908,48,2.029876923076923,4.395833333333333,18,1179,64,FALSE,B+
Stanisław Bielski,dr hab. inż.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-3602-3549,NA,NA,NA,9,10,74.759,NA,3590,70,UWMaf5a38a0ce2d4265b96047d23f9a25bd,https://bazawiedzy.uwm.edu.pl/info/author/UWMaf5a38a0ce2d4265b96047d23f9a25bd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,1.0679857142857143,51.285714285714285,0.020824233983286908,63,1.8011854838709678,3.0793650793650795,12,749,56,FALSE,B+
Anna Adriana Bieniek,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-5903-1405,NA,NA,NA,8,9,51.473,NA,1615,82,UWM1a314e46800e40ad8cb3905ba6db8541,https://bazawiedzy.uwm.edu.pl/info/author/UWM1a314e46800e40ad8cb3905ba6db8541?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.6277195121951219,19.695121951219512,0.031871826625387,NA,NA,NA,NA,NA,NA,NA,B+
Bożena Bernarda Bogucka,dr hab.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-2267-0892,NA,NA,NA,8,9,47.726,NA,1973,60,UWMb7616f7933404d57af43a27964caf67c,https://bazawiedzy.uwm.edu.pl/info/author/UWMb7616f7933404d57af43a27964caf67c?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.7954333333333333,32.88333333333333,0.02418955904713634,NA,NA,NA,NA,NA,NA,NA,B+
Jakub Stoigniew Borkowski,dr hab. inż.,profesor uczelni,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-4466-2693,NA,NA,NA,9,9,50.951,NA,1783,20,UWM17a934957586469bb67b043288d8cb9a,https://bazawiedzy.uwm.edu.pl/info/author/UWM17a934957586469bb67b043288d8cb9a?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.54755,89.15,0.028575995513180033,NA,NA,NA,NA,NA,NA,NA,B+
Edyta Boros-Lajszner,dr inż.,adiunkt,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1867-5335,NA,NA,NA,9,12,54.328,NA,1948,29,UWM75e5c1461ee24e32a951befea25b391a,https://bazawiedzy.uwm.edu.pl/info/author/UWM75e5c1461ee24e32a951befea25b391a?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.8733793103448277,67.17241379310344,0.02788911704312115,22,2.802522727272727,3.9545454545454546,13,367,6,TRUE,B+
Agata Izabela Borowik,dr hab.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8512-7363,NA,NA,NA,19,23,229.661,NA,7270,99,UWMca00d86455fd45b99aa31ac86dd336fb,https://bazawiedzy.uwm.edu.pl/info/author/UWMca00d86455fd45b99aa31ac86dd336fb?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.3198080808080808,73.43434343434343,0.031590233837689136,NA,NA,NA,NA,NA,NA,NA,B+
Katarzyna Halina Brodzińska,dr hab. inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-1329-2391,NA,NA,NA,3,4,7.171,NA,1302,60,UWMce50e5746d1641aebda9c050a2e8cc58,https://bazawiedzy.uwm.edu.pl/info/author/UWMce50e5746d1641aebda9c050a2e8cc58?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.11951666666666667,21.7,0.005507680491551459,NA,NA,NA,NA,NA,NA,NA,B+
Paweł Artur Burandt,dr inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6514-4361,NA,NA,NA,7,10,39.499,NA,1804,38,UWM61dd658869894d06962e5330a7e556d0,https://bazawiedzy.uwm.edu.pl/info/author/UWM61dd658869894d06962e5330a7e556d0?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.0394473684210528,47.473684210526315,0.021895232815964526,NA,NA,NA,NA,NA,NA,NA,B+
Ewa Emilia Chećko,dr inż.,adiunkt,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-4214-9626,NA,NA,NA,10,10,77.999,NA,1375,16,UWMbef0be6107a14428866b06f90e01db95,https://bazawiedzy.uwm.edu.pl/info/author/UWMbef0be6107a14428866b06f90e01db95?lang=pl&r=publication&tab=main,uwm,Adiunkt,4.8749375,85.9375,0.05672654545454545,NA,NA,NA,NA,NA,NA,NA,B+
Bożena Cwalina-Ambroziak,prof. dr hab.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8841-5416,NA,NA,NA,11,10,39.109,NA,1898,102,UWMa674143e875c4c56b978b16a855e0e67,https://bazawiedzy.uwm.edu.pl/info/author/UWMa674143e875c4c56b978b16a855e0e67?lang=pl&r=publication&tab=main,uwm,Profesor,0.38342156862745097,18.607843137254903,0.02060537407797682,93,0.36155759195652176,3.903225806451613,10,390,51,FALSE,B+
Ireneusz Cymes,dr hab.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1991-2152,NA,NA,NA,5,7,36.966,NA,1417,65,UWM74b968b8de804c4f962aaf727affa857,https://bazawiedzy.uwm.edu.pl/info/author/UWM74b968b8de804c4f962aaf727affa857?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.5687076923076924,21.8,0.026087508821453775,22,0.9354,4.318181818181818,7,204,37,FALSE,B+
Marta Maria Damszel,dr hab.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-5479-1432,NA,NA,NA,11,11,64.837,NA,2379,72,UWMfbcfc7735f054740ad7d45bab0832cff,https://bazawiedzy.uwm.edu.pl/info/author/UWMfbcfc7735f054740ad7d45bab0832cff?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.900513888888889,33.041666666666664,0.02725388818831442,59,1.1824241379310345,4.8474576271186445,12,461,88,FALSE,B+
